left,top,width,height,conf,text,page
232.0,358.0,151.0,59.2,66.8,Apuesta 5 millones l )'),10
229.04,688.59,68.89,25.78,89.04,"(> Un misterioso empre— serio británico apostó 5 millones de dólares a que Donald Trump sería reelegido presidente de Estados Unidos, pero perdió, en Curazao. Se cree",10
243.67,1033.78,99.78,34.67,89.89,vez son menos los matrimonios y más los divorcios,10
239.07,1568.5,171.25,31.73,69.36,"olteritos, perono solitos. Entregas ”celebraciones' es— pe ci al mente de la erade'millennials' y cen— tennials, mañanaserá el Díalnternacionaldel. Segúncifrasconsulta— dasporTomealInstitu— toNacionaldeEstadisti— ca(INED, en Lima,lasol— teríaeselestadocivilque predomina(31%) y hasta febrero Perú registraba másde5millones, mayo— resde18años. ”Sersolteroseestávol— viendo una tendencia global, y mu compresión socialporca.— darsey tenerhijos, el te— nerparejaesopción,no obligación.Cada verso",10
694.81,600.76,57.11,24.49,90.19,"que fue la apuesta política más grande de la historia y, si hubiera ganado, se habría lle— vado 15 millones de dólares. En cambio, otro apostador británico jugó un millón 300 mil dólares a la victoria de",10
769.42,774.17,44.0,23.0,88.75,Joe Bien y se irá a casa con cerca de dos millones.,10
1215.5,158.5,99.17,23.5,90.0,MARTES 10 DE NOVIEMBRE DEL 2020,10
1078.9,631.2,36.3,22.6,36.4,miles else os es i do e To ie fa,10
333.5,2392.5,53.5,20.5,56.5,|!oh|llf muniu… .f J,10
263.8,2501.2,68.8,25.6,55.6,"I1nl""l1lot» (ol]¡(n] OK íu¡um(o)ur na",10
1066.75,2527.5,47.5,39.0,49.0,[nt1|nf1n1dl o d |!,10
1500.89,682.44,44.0,22.0,41.78,[Rurs esa unts! frote 5008 eal apures Tó =,10
1458.75,1097.12,115.38,43.38,82.25,eligen estar sin pareja para alcanzar profesionales :],10
1834.0,485.14,50.57,26.29,86.57,G> De la misma manera que los,10
2067.66,606.41,62.48,24.07,88.79,"automóviles tienen dos cuando el airbags, el ingenie usuario pier— ro Cola Flynn, en de el equilibrio Irlanda, creó una y de inmedia— correa con bolsas to activa las",10
1840.4,718.6,55.4,22.8,90.4,de aire para que los ancia— nos no sufran mayores,10
2273.5,723.5,61.5,23.9,91.0,"almohadillas. De esa forma, se evita el riesgo de termi—",10
